time,connect,request 
0,0.759,8.67 
10,0.759,7.039 
20,0.752,6.532 
30,0.7,6.532 
40,0.7,6.532 
50,0.7,6.437 
60,0.7,6.283 
70,0.644,5.783 
80,0.644,5.783 
90,0.644,5.783 
100,0.641,4.954 
110,0.626,4.954 
120,0.511,4.697 
130,0.511,4.697 
140,0.473,4.309 
150,0.473,4.309 
160,0.473,4.309 
170,0.442,4.309 
180,0.351,4.309 
190,0.351,4.309 
200,0.351,4.309 
210,0.318,4.309 
220,0.318,0.459 
230,0.302,0.458 
240,0.302,0.437 
250,0.302,0.437 
260,0.302,0.437 
270,0.302,0.437 
280,0.298,0.421 
290,0.273,0.421 
300,0.273,0.421 
310,0.273,0.421 
320,0.273,0.421 
330,0.273,0.421 
340,0.273,0.421 
350,0.273,0.421 
353,0.273,0.421 
