time,session 
0,0.4 
10,0.7 
20,1.1 
30,1.4 
40,1.8 
50,1.5 
60,2.2 
70,3.2 
80,3.4 
90,4.4 
100,7.9 
110,6.7 
120,11.3 
130,13.6 
140,15.2 
150,20.8 
160,29 
170,30.6 
180,40.9 
190,53.6 
200,54.7 
210,48 
220,56.7 
230,122.1 
240,173 
250,186.8 
260,213.7 
270,339.1 
280,463.9 
290,503.3 
300,359.2 
310,134.4 
320,26.2 
330,0 
340,0 
350,0 
353,0 
