time,cpu@tsung_controller@ip-172-31-44-199 
0,2.5345487358588303 
10,0.25012506253126565 
20,0.25012506253126565 
30,0.25012506253126565 
40,0.25012506253126565 
50,0.25012506253126565 
60,0.25012506253126565 
70,0.25012506253126565 
80,0.25012506253126565 
90,0.25012506253126565 
100,0.25012506253126565 
110,0.25012506253126565 
120,0.25012506253126565 
130,0.25012506253126565 
140,0.25012506253126565 
150,0.25012506253126565 
160,0.25012506253126565 
170,0.25012506253126565 
180,0.25012506253126565 
190,0.25012506253126565 
200,0.25012506253126565 
210,0.25012506253126565 
220,0.25012506253126565 
230,0.25012506253126565 
240,0.25012506253126565 
250,0.25012506253126565 
260,0.25012506253126565 
270,0.25012506253126565 
280,0.25012506253126565 
290,0.25012506253126565 
300,0.25012506253126565 
310,0.25012506253126565 
320,0.25012506253126565 
330,0.25012506253126565 
340,0.10010010010010009 
350,0.0999000999000999 
353,0.0999000999000999 
