time,connect,request 
0,0.5,3.7 
10,1.2,6.4 
20,1.2,7.8 
30,1.5,10.8 
40,1.7,12.1 
50,1.6,10.5 
60,2.8,14.9 
70,3.6,25.2 
80,3.5,21.3 
90,6,32.2 
100,7.9,54.8 
110,6.7,43.4 
120,13.4,71.5 
130,16,102.1 
140,16.4,107 
150,24.4,142.7 
160,31.3,205.1 
170,30.9,203.5 
180,51.3,299.2 
190,62.2,392.3 
200,59.3,396.6 
210,106.3,393.4 
220,124.8,558.9 
230,127.9,895.9 
240,203.2,1145 
250,186.2,1297.3 
260,230.9,1466.3 
270,432.4,2416.4 
280,507.2,3245.3 
290,520.1,3434.1 
300,148.4,2114.8 
310,0,592 
320,0,64.1 
330,0,0 
340,0,0 
350,0,0 
353,0,0 
