time,page 
0,127.07308230473781 
10,106.79280077575359 
20,98.73716133295171 
30,118.81486356644265 
40,109.5995193323188 
50,103.45174143448479 
60,86.70502714100655 
70,115.87752535771932 
80,98.29930225183662 
90,96.70408045387558 
100,94.9254306173481 
110,91.34526812053275 
120,105.34211380005473 
130,105.72260120388438 
140,99.33976890234284 
150,108.13415634713918 
160,108.67686631320632 
170,110.49547308643902 
180,176.35044152118743 
190,192.02472728968417 
200,233.41642152949237 
210,822.1687502599277 
220,2299.2892985855856 
230,2707.032036621605 
240,2152.165488757536 
250,2063.3148202067337 
260,1912.5658576495644 
270,1613.2417300315801 
280,1274.9048824801089 
290,1202.4040871578566 
300,1454.3173830097394 
310,659.5964932749961 
320,3.361675559232613 
330,0 
340,0 
350,0 
353,0 
