time,session 
0,1804.423 
10,1603.71 
20,23.685 
30,23.685 
40,23.685 
50,21.439 
60,17.696 
70,17.696 
80,17.696 
90,17.234 
100,17.234 
110,17.234 
120,17.234 
130,17.234 
140,17.234 
150,17.234 
160,17.234 
170,17.004 
180,17.004 
190,17.004 
200,17.004 
210,17.004 
220,3.12 
230,3.12 
240,3.12 
250,3.12 
260,3.12 
270,2.942 
280,2.494 
290,2.494 
300,2.494 
310,2.494 
320,2.494 
330,2.494 
340,2.494 
350,2.494 
353,2.494 
