time,freemem@tsung_controller@ip-172-31-44-199 
0,691.88671875 
10,693.96875 
20,693.96875 
30,693.96875 
40,693.96875 
50,693.96875 
60,693.96875 
70,693.96875 
80,693.96875 
90,693.96875 
100,693.96875 
110,693.96875 
120,693.96875 
130,693.96875 
140,693.96875 
150,693.96875 
160,693.96875 
170,693.96875 
180,693.96875 
190,693.96875 
200,693.96875 
210,693.96875 
220,693.96875 
230,693.96875 
240,693.96875 
250,693.96875 
260,693.96875 
270,693.96875 
280,693.96875 
290,693.96875 
300,693.96875 
310,693.96875 
320,693.96875 
330,693.96875 
340,693.96875 
350,693.96875 
353,693.96875 
