time,users,connected 
0,5,1 
10,8,5 
20,8,1 
30,10,2 
40,11,-2 
50,12,1 
60,18,7 
70,20,3 
80,24,3 
90,41,16 
100,52,-1 
110,52,1 
120,64,25 
130,87,21 
140,104,10 
150,137,41 
160,166,21 
170,182,5 
180,270,104 
190,362,86 
200,407,42 
210,978,582 
220,1663,684 
230,1719,55 
240,2156,405 
250,2156,-33 
260,2295,191 
270,3283,991 
280,3732,433 
290,3903,157 
300,3903,-2085 
310,3903,-1492 
320,3903,-280 
330,3903,0 
340,3903,0 
350,3903,0 
353,3903,0 
