time,page 
0,140.9532 
10,88.74111428571426 
20,65.64455263157893 
30,88.72476086956522 
40,80.61554237288135 
50,74.76515000000002 
60,62.25577922077923 
70,86.10523333333343 
80,65.53423728813561 
90,68.18307821229051 
100,68.49373214285721 
110,59.9895565217391 
120,74.54754120879127 
130,76.8619752380953 
140,68.58063494809694 
150,75.07427225130894 
160,75.13388178294566 
170,76.1968528584817 
180,119.34792829457363 
190,155.95123778983725 
200,180.97255712270788 
210,760.7553453103137 
220,2463.774697338155 
230,2386.7063418467674 
240,1626.0294376980805 
250,1556.9953283096886 
260,1348.1435168597875 
270,841.2554003842159 
280,613.513063262651 
290,563.8540599468644 
300,993.6917491292332 
310,187.23390700483156 
320,18.080741433021778 
330,0 
340,0 
350,0 
353,0 
