time,nomatch,match,match_stop 
220,40,399,40 
230,93,486,93 
240,215,561,215 
250,344,635,344 
260,502,692,502 
270,814,753,814 
280,1221,820,1221 
290,1624,890,1624 
300,1834,979,1834 
310,1834,982,1834 
320,1834,982,1834 
330,1834,982,1834 
340,1834,982,1834 
350,1834,982,1834 
353,1834,982,1834 
