time,size_sent,size_rcv 
0,16.184375,158.2671875 
10,43.1328125,417.33046875 
20,76.04609375,756.4171875 
30,123.446875,1261.2296875 
40,175.4171875,1736.88359375 
50,221.38359375,2151.65546875 
60,282.01953125,2751.73515625 
70,390.64296875,3897.89765625 
80,481.334375,4800.275 
90,612.13515625,6150 
100,845.4734375,8366.30625 
110,1025.82734375,10144.30234375 
120,1318.23125,13290.8625 
130,1747.90234375,17777.29609375 
140,2206.8609375,22177.03515625 
150,2806.25546875,28250.9609375 
160,3674.515625,37304.72109375 
170,4538.26875,46071.25 
180,5790.99296875,59890.778125 
190,7439.08671875,77649.38125 
200,9160.878125,94916.28203125 
210,10945.796875,112195.25 
220,13059.03359375,128874.65703125 
230,16337.5359375,152600.3609375 
240,19979.6765625,173671.2515625 
250,24151.8078125,199128.31171875 
260,28603.7640625,222242.11171875 
270,34563.86875,247936.30234375 
280,42003.94921875,277635.05 
290,49793.1203125,306346.70390625 
300,55628.05234375,337252.25390625 
310,58340.25078125,348311.284375 
320,58706.0078125,349419.790625 
330,58706.0078125,349419.790625 
340,58706.0078125,349419.790625 
350,58706.0078125,349419.790625 
353,58706.0078125,349419.790625 
