time,connect,request 
0,13.185,234.273 
10,13.185,239.78 
20,13.185,239.78 
30,13.185,461.74 
40,13.185,461.74 
50,13.185,676.942 
60,13.185,676.942 
70,13.185,762.991 
80,13.185,762.991 
90,13.185,1235.146 
100,13.185,2156.509 
110,20.563,3446.582 
120,20.563,4940.26 
130,20.563,6381.382 
140,22.569,6791.849 
150,22.569,6791.849 
160,22.569,6791.849 
170,22.569,6791.849 
180,22.569,6791.849 
190,22.569,6791.849 
200,22.569,6791.849 
210,22.569,6791.849 
220,22.569,6791.849 
230,22.569,6791.849 
240,22.569,6791.849 
250,22.569,6791.849 
260,22.569,6791.849 
270,22.569,6791.849 
280,22.569,6791.849 
