time,connect,request 
0,0.904,6.052 
10,0.88,5.506 
20,0.842,4.787 
30,0.795,4.72 
40,0.795,4.72 
50,0.795,4.673 
60,0.795,4.673 
70,0.795,4.673 
80,0.795,4.58 
90,0.78,4.245 
100,0.726,4.245 
110,0.726,4.245 
120,0.718,0.365 
130,0.718,0.343 
140,0.657,0.343 
150,0.657,0.339 
160,0.64,0.332 
170,0.64,0.332 
180,0.567,0.332 
190,0.459,0.332 
200,0.459,0.328 
210,0.459,0.296 
220,0.441,0.296 
230,0.436,0.296 
240,0.436,0.296 
250,0.436,0.296 
260,0.436,0.296 
270,0.436,0.296 
280,0.436,0.296 
