time,session 
10,16935.695 
20,17901.657000000003 
30,18030.34869230769 
40,18211.064124999997 
50,18396.977736842106 
60,17692.509227272734 
70,17663.794625000006 
80,18291.8604 
90,18117.570000000007 
100,19958.17825806452 
110,24008.61415 
120,28252.78917142856 
130,31691.71473333333 
140,33528.337105882376 
150,30069.404826589605 
160,28940.127179104486 
170,25726.68602489625 
180,23923.98956083086 
190,22876.490935028243 
200,21260.623045081975 
210,20987.199251114416 
220,20190.478798679887 
230,19053.127810026384 
240,19257.719235708708 
250,19871.635899299494 
260,21411.507711981576 
270,28737.358 
280,0 
