time,page 
0,90.47702934371743 
10,92.25671673402725 
20,72.82215959748197 
30,95.87496837898333 
40,85.48248663062842 
50,135.1320045207002 
60,79.07350438220311 
70,172.80490742300807 
80,109.48317117500706 
90,214.21137043266756 
100,652.8161370991074 
110,1196.2751840518663 
120,1423.1940126944207 
130,2156.1231948112354 
140,2748.687317689493 
150,2023.399293743852 
160,2016.634257765571 
170,1814.4611561593479 
180,1725.8741864141643 
190,1447.4462037993646 
200,1393.4246870775767 
210,1111.0475958930822 
220,1025.2995262588486 
230,1032.7399362927374 
240,1062.9569945353883 
250,974.3418852674384 
260,188.0984324924897 
270,0.4540000000000002 
280,0 
