time,freemem@tsung_controller@ip-172-31-32-225 
0,690.16015625 
10,690.16015625 
20,690.16015625 
30,690.16015625 
40,690.16015625 
50,690.16015625 
60,690.16015625 
70,690.16015625 
80,690.16015625 
90,690.16015625 
100,690.16015625 
110,690.16015625 
120,690.16015625 
130,690.16015625 
140,690.16015625 
150,690.16015625 
160,690.16015625 
170,690.16015625 
180,690.16015625 
190,690.16015625 
200,690.16015625 
210,690.16015625 
220,690.16015625 
230,690.16015625 
240,690.16015625 
250,690.16015625 
260,690.16015625 
270,690.16015625 
280,690.16015625 
