time,users,connected 
0,7,7 
10,18,19 
20,20,19 
30,24,24 
40,37,37 
50,34,34 
60,40,39 
70,64,63 
80,74,73 
90,100,94 
100,155,158 
110,230,228 
120,324,320 
130,428,427 
140,498,495 
150,575,575 
160,698,694 
170,760,761 
180,917,806 
190,1171,857 
200,1274,888 
210,1637,976 
220,2328,1073 
230,2377,1135 
240,1577,1119 
250,435,507 
260,1,2 
270,0,0 
280,0,0 
