time,users,connected 
0,11,11 
10,23,12 
20,23,-5 
30,24,4 
40,35,12 
50,37,-2 
60,46,13 
70,74,29 
80,84,6 
90,145,64 
100,217,70 
110,264,49 
120,365,99 
130,437,71 
140,489,43 
150,583,104 
160,711,121 
170,774,68 
180,1031,76 
190,1266,35 
