time,connect,request 
0,2.6568173528266845,144.760836676126 
10,0.11904461895346273,77.71401919465853 
20,0.19821403975388716,117.9205928046837 
30,0.6603578693069051,88.15539800702247 
40,0.1301429046081065,85.57094591038242 
50,0.21889090128798563,92.20956374271262 
60,3.425649315361091,142.90496238724194 
70,0.6891337819139329,263.32551910432346 
80,0.10818141880655847,354.6947017446417 
90,0.11606671959884757,673.2029424164169 
100,0.65686650468927,764.1799120498482 
110,2.261470612117708,1529.5596484251917 
120,1.8196796727985796,3645.1498765746046 
130,0.4174499068636673,3401.860862636508 
140,1.183066252839239,2686.6438345530396 
150,0.6260104453513609,2196.8052412662864 
160,0.6928714984968467,2121.7475100599727 
170,0.2829709553539083,2085.070034525873 
180,2.102134973851078,1748.945778323028 
190,0.5311174233919458,1502.623769232811 
