time,size_sent,size_rcv 
0,7.60703125,1498.15 
10,25.85078125,2274.5953125 
20,42.96640625,3030.92890625 
30,38.934375,3032.50625 
40,55.8046875,5037.94296875 
50,64.0375,4804.76640625 
60,75.66875,6068.61875 
70,97.54609375,9073.44921875 
80,143.1453125,10861.503125 
90,157.12265625,8888.72734375 
100,142.0484375,10094.36015625 
110,133.13671875,12310.9625 
120,201.3546875,9383.55390625 
130,303.734375,12995.2578125 
140,414.73515625,10614.66171875 
150,453.12109375,10945.209375 
160,542.1859375,9768.58671875 
170,589.03515625,9402.76953125 
180,715.72265625,10586 
190,836.525,8843.13203125 
