time,502,200,302 
110,22,1585,518 
120,351,1741,584 
130,949,1986,651 
140,1858,2232,737 
150,2972,2514,870 
160,4741,2704,986 
170,6882,2921,1086 
180,9779,3151,1199 
190,13815,3326,1305 
