time,page 
0,483.22 
10,483.22 
20,601.517 
30,601.517 
40,601.517 
50,601.517 
60,620.981 
70,1313.033 
80,2244.742 
90,2921.409 
100,7548.759 
110,11435.703 
120,14908.365 
130,16773.501 
140,16773.501 
150,16773.501 
160,16773.501 
170,16773.501 
180,16773.501 
190,16773.501 
