time,freemem@tsung_controller@ip-172-31-45-17 
0,659.60546875 
10,658.4453125 
20,654.0546875 
30,651.7265625 
40,649.7890625 
50,647.1875 
60,647.88671875 
70,638.89453125 
80,632.60546875 
90,625.08984375 
100,625.23046875 
110,607.51953125 
120,593.98046875 
130,582.78125 
140,554.1875 
150,535.74609375 
160,506.61328125 
170,452.88671875 
180,402.609375 
190,410.35546875 
200,361.0 
210,296.16796875 
220,275.6484375 
230,229.38671875 
240,174.671875 
250,163.32421875 
260,546.9765625 
270,643.9921875 
