time,users,connected 
0,6,6 
10,16,15 
20,16,18 
30,29,27 
40,27,27 
50,26,26 
60,48,47 
70,65,66 
80,68,69 
90,94,90 
100,150,146 
110,158,161 
120,194,189 
130,285,281 
140,280,282 
150,385,380 
160,584,582 
170,784,665 
180,1068,670 
190,1428,743 
200,1573,800 
210,1982,867 
220,2479,1004 
230,2568,1150 
240,1564,1150 
250,245,278 
260,0,0 
270,0,0 
