time,users_count,finish_users_count 
0,6,0 
10,17,1 
20,25,9 
30,46,17 
40,54,27 
50,72,46 
60,110,62 
70,147,82 
80,185,117 
90,250,156 
100,343,193 
110,430,272 
120,558,364 
130,722,437 
140,879,599 
150,1141,756 
160,1464,880 
170,1785,1001 
180,2312,1244 
190,2980,1552 
200,3624,2051 
210,4754,2772 
220,5960,3481 
230,7207,4639 
240,7489,5925 
250,7489,7244 
260,7489,7489 
270,7489,7489 
