time,session 
10,0 
20,748.2469287185554 
30,1897.5216203737266 
40,2348.659294188061 
50,1851.8768530876594 
60,2085.2361218306582 
70,2062.1173728739373 
80,1657.921136009517 
90,2510.3668673726106 
100,1584.651235344002 
110,1720.4112238526823 
120,1938.4508018257864 
130,1748.224382848645 
140,1955.0537272081035 
150,1735.5792974655385 
160,2000.8383929169236 
170,2060.718823217239 
180,2168.548868276501 
190,2933.1360769643693 
200,4420.449505640796 
210,4030.107057892411 
220,3810.3420333838744 
230,3329.7674859927915 
240,3299.7474940921566 
250,2649.015059951181 
260,2099.490417868582 
270,0 
