time,session 
10,15580.345 
20,16335.119499999999 
30,18102.524625 
40,17748.3862 
50,18090.520210526316 
60,17667.337625000007 
70,17714.9503 
80,17503.900371428565 
90,18178.269923076925 
100,17711.51343243244 
110,17658.873632911378 
120,17976.369554347828 
130,18095.14346575343 
140,17537.759185185183 
150,17949.328006369422 
160,19397.28903225805 
170,22184.837371900827 
180,25697.536633744858 
190,26956.7537987013 
200,24783.845052104236 
210,23792.993062413334 
220,22643.06945557129 
230,20843.177078583758 
240,21083.471167962663 
250,19916.211960576176 
260,21548.420604081624 
270,0 
