time,users,connected 
0,6,6 
10,16,9 
20,18,3 
30,29,9 
40,31,0 
50,31,-1 
60,48,21 
70,68,19 
80,74,3 
90,94,21 
100,150,56 
110,171,15 
120,195,28 
130,285,92 
140,307,1 
150,387,98 
160,584,202 
170,786,83 
180,1068,5 
190,1431,73 
200,1581,57 
210,1984,67 
220,2479,137 
230,2607,146 
240,2607,0 
250,2607,-872 
260,2607,-278 
270,2607,0 
