time,freemem@tsung_controller@ip-172-31-45-17 
0,659.60546875 
10,659.60546875 
20,659.60546875 
30,659.60546875 
40,659.60546875 
50,659.60546875 
60,659.60546875 
70,659.60546875 
80,659.60546875 
90,659.60546875 
100,659.60546875 
110,659.60546875 
120,659.60546875 
130,659.60546875 
140,659.60546875 
150,659.60546875 
160,659.60546875 
170,659.60546875 
180,659.60546875 
190,659.60546875 
200,659.60546875 
210,659.60546875 
220,659.60546875 
230,659.60546875 
240,659.60546875 
250,659.60546875 
260,659.60546875 
270,659.60546875 
