time,size_sent,size_rcv 
0,5.07578125,35.4484375 
10,22.4734375,101.1125 
20,31.8359375,103.465625 
30,42.31328125,170.66171875 
40,60.16484375,208.10703125 
50,63.68828125,204.0515625 
60,74.18515625,302.69140625 
70,121.340625,469.753125 
80,158.65859375,535.04140625 
90,172.51171875,613.4421875 
100,243.2546875,999.384375 
110,347.52734375,1180.26171875 
120,371.665625,1260.25078125 
130,486.878125,1987.10390625 
140,668.8859375,2182.296875 
150,674.909375,2330.06328125 
160,809.00390625,3194.0453125 
170,969.92421875,3176.38671875 
180,1161.0984375,3479.428125 
190,1620.75859375,3593.6734375 
200,2081.9953125,4242.9078125 
210,2394.19453125,4357.09296875 
220,2704.140625,4881.43359375 
230,3350.51796875,5391.9015625 
240,2882.759375,5558.6984375 
250,2763.8265625,4017.2609375 
260,359.728125,386.40859375 
270,0,0 
