time,page 
0,1.5 
10,4.8 
20,5.6 
30,8.4 
40,10.5 
50,10.6 
60,15 
70,23.6 
80,27 
90,31.7 
100,48.5 
110,61.2 
120,66 
130,96.1 
140,114.2 
150,122.1 
160,155.7 
170,161.9 
180,231 
190,372.4 
200,452.9 
210,558.6 
220,754 
230,863.9 
240,680.9 
250,332.4 
260,31.8 
270,0 
