time,session 
10,15580.345 
20,14741.425 
30,14741.425 
40,14596.778 
50,14254.943 
60,14002.227 
70,14002.227 
80,14002.227 
90,12541.733 
100,12541.733 
110,12541.733 
120,12541.733 
130,12541.733 
140,12541.733 
150,12541.733 
160,12541.733 
170,12541.733 
180,12541.733 
190,12541.733 
200,12541.733 
210,12541.733 
220,12541.733 
230,12541.733 
240,12541.733 
250,12541.733 
260,12541.733 
270,12541.733 
