time,page 
0,6.342 
10,5.834 
20,5.47 
30,5.47 
40,4.959 
50,4.959 
60,4.953 
70,4.779 
80,4.779 
90,4.76 
100,4.564 
110,4.425 
120,4.425 
130,4.425 
140,4.425 
150,4.425 
160,4.425 
170,0.67 
180,0.67 
190,0.67 
200,0.67 
210,0.67 
220,0.67 
230,0.67 
240,0.67 
250,0.67 
260,0.67 
270,0.67 
