time,session 
0,2036.7600000000002 
10,1898.6202142857142 
20,1828.343615384615 
30,1901.1011999999998 
40,2211.647421052632 
50,1978.1484999999998 
60,2098.371121212121 
70,2098.4362857142855 
80,1960.2928285714286 
90,1977.7523484848484 
100,2056.3611282051274 
110,1962.3153636363638 
120,1985.1296372549014 
130,2022.3964088050325 
140,2024.3167953216368 
150,2008.9262490421468 
160,2005.6498907284772 
170,2107.567082781459 
180,2052.7478574468078 
190,2065.8237050243097 
200,2032.4073488721804 
210,2047.5342406847901 
220,2095.830738354043 
230,2058.0636608910963 
240,3024.560988095238 
250,3588.8164558101507 
260,3558.4256057304297 
270,2981.0981798453386 
280,2744.413655119018 
290,2780.199489336269 
300,3079.920291913214 
310,0 
320,0 
330,0 
340,0 
350,0 
353,0 
