time,connect,request 
0,11.971453190820236,12.856441832145213 
10,0.07736734884088155,2.755245631789185 
20,0.10873008509588634,2.6997435012809996 
30,0.1413976943181094,3.476411180939611 
40,0.13964965757030742,4.442622916419495 
50,0.15586943342688012,3.2123382998975663 
60,1.4338708830563667,7.989751421668198 
70,0.31283650937830126,2.7697950849908572 
80,0.10139476071277065,3.017407041468251 
90,0.676313018284654,3.2311445272737953 
100,0.4051893507952789,3.3554520824221457 
110,0.2146998007043243,3.568442711822291 
120,0.6481339785620459,3.136543649593135 
130,0.557089678562561,3.172769654269359 
140,0.5487880028559273,3.1798635523280394 
150,0.401886016865385,3.6236737411225874 
160,0.4726352491346572,3.6584048289418494 
170,0.6644473588695005,3.5121516498398404 
180,0.6259043554054154,4.724802763602873 
190,0.5478431924856779,4.688651801638849 
200,0.6826118070602516,4.899285465354347 
210,0.6445709562984284,8.717012379834163 
220,0.6004566868969449,11.18102797681722 
230,0.6745585263698438,11.794531754138577 
240,0.8120733118143046,213.3090914481419 
250,0.6987334426367617,229.85700299470253 
260,0.8139477873027434,230.23514279717963 
270,0.5771598938342619,233.2789218396999 
280,0.7202393071442363,226.08554012290818 
290,1.3740454294897195,226.85421482681383 
300,0.8451345396828559,243.52433045679376 
310,0,0 
320,0,0 
330,0,0 
340,0,0 
350,0,0 
353,0,0 
