time,connect,request 
0,1.325,4.867 
10,1.257,4.692 
20,1.257,4.692 
30,1.206,4.603 
40,1.195,4.504 
50,1.128,4.424 
60,1.128,4.424 
70,1.128,4.395 
80,1.128,4.395 
90,1.106,4.303 
100,1.106,4.303 
110,1.106,4.264 
120,1.079,4.247 
130,1.079,4.236 
140,1.006,4.006 
150,1.006,4.006 
160,1.006,4.006 
170,1.006,4.006 
180,0.887,4.006 
190,0.887,4.006 
200,0.887,4.006 
210,0.887,4.006 
220,0.887,4.006 
230,0.887,4.006 
240,0.86,0.719 
250,0.815,0.719 
260,0.815,0.717 
270,0.815,0.717 
280,0.807,0.713 
290,0.807,0.712 
300,0.807,0.712 
310,0.807,0.712 
320,0.807,0.712 
330,0.807,0.712 
340,0.807,0.712 
350,0.807,0.712 
353,0.807,0.712 
