time,session 
0,2996.289 
10,2996.289 
20,2996.289 
30,2996.289 
40,3039.51 
50,3039.51 
60,3039.51 
70,3039.51 
80,3044.114 
90,3044.114 
100,3044.114 
110,3044.114 
120,3044.316 
130,3044.316 
140,3044.316 
150,3044.316 
160,3044.316 
170,3057.109 
180,3057.109 
190,3057.109 
200,3059.202 
210,3075.412 
220,3101.661 
230,3152.456 
240,5157.561 
250,5617.278 
260,5617.278 
270,5617.278 
280,5617.278 
290,5617.278 
300,5617.278 
310,5617.278 
320,5617.278 
330,5617.278 
340,5617.278 
350,5617.278 
353,5617.278 
