time,freemem@tsung_controller@ip-172-31-45-17 
0,659.72265625 
10,659.72265625 
20,659.72265625 
30,659.72265625 
40,659.72265625 
50,659.72265625 
60,659.72265625 
70,659.72265625 
80,659.72265625 
90,659.72265625 
100,659.72265625 
110,659.72265625 
120,659.72265625 
130,659.72265625 
140,659.72265625 
150,659.72265625 
160,659.72265625 
170,659.72265625 
180,659.72265625 
190,659.72265625 
200,659.72265625 
210,659.72265625 
220,659.72265625 
230,659.72265625 
240,659.72265625 
250,659.72265625 
260,659.72265625 
270,659.72265625 
280,659.72265625 
290,659.72265625 
300,659.72265625 
310,659.72265625 
320,659.72265625 
330,659.72265625 
340,659.72265625 
350,659.72265625 
353,659.72265625 
