time,connect,request 
0,0.4,1.8 
10,1.5,6.9 
20,1.1,5.9 
30,1.7,8.5 
40,2.2,9.6 
50,1.7,9.3 
60,3.7,17.5 
70,2.5,13.5 
80,4,18.6 
90,7.7,36.1 
100,6.9,35.9 
110,6.2,32.8 
120,12,55.4 
130,16,80.4 
140,16.7,83.9 
150,30.6,142.4 
160,27.9,145.8 
170,31.7,156 
180,53.5,253.2 
190,62.2,309.2 
200,67.1,335.6 
210,110.7,530.4 
220,128.5,643.1 
230,117.9,584.5 
240,236.3,872.1 
250,370.4,1231.5 
260,382,1233.1 
270,755.3,2107.2 
280,953.7,2584.2 
290,940.3,2535.6 
300,295.2,966 
310,0,0 
320,0,0 
330,0,0 
340,0,0 
350,0,0 
353,0,0 
