time,502,200 
240,117.8,754.2 
250,425.6,805.7 
260,427.7,805.2 
270,1303.7,803.5 
280,1797.4,786.8 
290,1743.2,792.3 
300,507.8,458.1 
310,0,0 
320,0,0 
330,0,0 
340,0,0 
350,0,0 
353,0,0 
