time,502,200 
240,1178,42706 
250,5434,50763 
260,9711,58815 
270,22748,66850 
280,40722,74718 
290,58154,82641 
300,63232,87222 
310,63232,87222 
320,63232,87222 
330,63232,87222 
340,63232,87222 
350,63232,87222 
353,63232,87222 
