time,users,connected 
0,3,1 
10,2,4 
20,0,2 
30,3,2 
40,5,9 
50,4,5 
60,9,10 
70,7,5 
80,12,11 
90,22,24 
100,13,17 
110,11,8 
120,30,31 
130,30,29 
140,26,27 
150,75,78 
160,53,48 
170,64,61 
180,130,131 
190,132,139 
200,140,140 
210,252,256 
220,254,249 
230,265,275 
240,892,795 
250,884,800 
260,876,797 
270,1376,902 
280,1399,907 
290,1474,935 
300,0,0 
310,0,0 
320,0,0 
330,0,0 
340,0,0 
350,0,0 
353,0,0 
