time,session 
0,1250.778 
10,1177.214 
20,1120.829 
30,1054.936 
40,1054.936 
50,1054.936 
60,1054.936 
70,1054.936 
80,1054.936 
90,1054.936 
100,1054.936 
110,1043.249 
120,1043.249 
130,1043.249 
140,1043.249 
150,1043.249 
160,1043.249 
170,1043.249 
180,1042.251 
190,1042.251 
200,1042.251 
210,1042.251 
220,1042.251 
230,1042.251 
240,1042.251 
250,1031.072 
260,1031.072 
270,1013.035 
280,1013.035 
290,1012.368 
300,1012.368 
310,1012.368 
320,1012.368 
330,1012.368 
340,1012.368 
350,1012.368 
353,1012.368 
