time,size_sent,size_rcv 
0,5.61171875,61.7734375 
10,21.6125,237.57578125 
20,19.04921875,208.43671875 
30,27.06640625,296.275 
40,29.696875,326.81953125 
50,30.51171875,329.6390625 
60,54.76640625,604.19609375 
70,43.7171875,477.4859375 
80,58.76015625,641.91796875 
90,113.16171875,1244.80390625 
100,115.4765625,1260.5078125 
110,105.196875,1156.853125 
120,173.52421875,1905.253125 
130,256.27890625,2808.91171875 
140,267.7125,2929.82421875 
150,448.096875,4904.6265625 
160,467.5203125,5130.1578125 
170,494.82890625,5425.6546875 
180,797.97890625,8748.9578125 
190,985.46640625,10790.6171875 
200,1068.109375,11705.3625 
210,1675.1671875,18368.0125 
220,2050.01640625,22458.3640625 
230,1857.95,20354.7921875 
240,2709.834375,26358.31953125 
250,3444.4265625,29615.6125 
260,3427.54765625,29447.68203125 
270,4732.540625,30835.93125 
280,5294.54609375,32035.3453125 
290,5303.19609375,31898.1328125 
300,2231.3921875,18201.25234375 
310,0,0 
320,0,0 
330,0,0 
340,0,0 
350,0,0 
353,0,0 
