time,page 
0,11.94 
10,6.298 
20,6.298 
30,6.298 
40,6.298 
50,5.987 
60,5.987 
70,5.987 
80,5.987 
90,5.987 
100,5.987 
110,5.987 
120,5.725 
130,5.725 
140,5.725 
150,5.725 
160,5.577 
170,5.543 
180,5.543 
190,5.543 
200,0.805 
210,0.727 
220,0.727 
230,0.727 
240,0.727 
