time,users_count,finish_users_count 
0,0.7,0.2 
10,0.8,1 
20,0.9,0.6 
30,2.4,1.8 
40,2,1.8 
50,1.2,1.9 
60,4.7,2.1 
70,3.8,4.7 
80,4.1,3.6 
90,4.8,3.7 
100,5.5,6.2 
110,7.2,5.6 
120,14.5,9 
130,14.2,16.8 
140,16.2,14.3 
150,26.8,18.8 
160,30.7,31.7 
170,31.4,30.6 
180,54.2,22.5 
190,64.3,22.1 
200,70.2,26.3 
210,102.9,70.3 
220,124.8,120.4 
230,115.1,123.2 
240,33.3,161.1 
