time,size_sent,size_rcv 
0,12.07734375,50.66171875 
10,41.621875,186.025 
20,32.8265625,141.690625 
30,77.65390625,337.77578125 
40,83.47578125,346.034375 
50,80.72109375,340.35546875 
60,118.0890625,549.84296875 
70,202.88984375,826.9625 
80,165.2359375,713.61875 
90,173.628125,749.9046875 
100,260.3125,1088.4890625 
110,264.79296875,1132.08046875 
120,455.63671875,1988.93359375 
130,711.13046875,2993.66015625 
140,662.4765625,2828.93515625 
150,915.69609375,3979.8515625 
160,1377.46953125,5813.32890625 
170,1354.06796875,5754.2453125 
180,1478.796875,6336.7953125 
190,1761.95,7556.90234375 
200,1964.2015625,7656.46796875 
210,3282.64375,8721.803125 
220,4530.8359375,10244.7875 
230,4516.6984375,10856.0234375 
240,4120.41328125,14722.2484375 
