time,session 
0,3227.426 
10,3267.186 
20,3267.186 
30,3325.657 
40,3356.395 
50,3639.91 
60,4330.832 
70,6236.341 
80,6988.432 
90,7443.827 
100,12849.365 
110,21287.359 
120,28754.719 
130,33614.781 
140,41798.119 
150,46645.191 
160,48935.963 
170,51191.141 
180,51191.141 
190,51191.141 
200,53145.924 
210,53145.924 
220,53145.924 
230,53145.924 
240,53145.924 
250,53145.924 
260,53145.924 
262,53145.924 
