time,connect,request 
0,29.58,224.386 
10,29.58,226.431 
20,29.58,230.71 
30,29.58,278.43 
40,29.58,421.799 
50,29.58,452.157 
60,29.58,1075.188 
70,29.58,1729.353 
80,29.58,1729.353 
90,29.58,2389.126 
100,29.58,4182.954 
110,29.58,7948.703 
120,29.58,9508.5 
130,29.58,10135.273 
140,29.58,11765.95 
150,29.58,11765.95 
160,29.58,11765.95 
170,29.58,11765.95 
180,29.58,11765.95 
190,29.58,12398.448 
200,29.58,12746.333 
210,29.58,12746.333 
220,29.58,12746.333 
230,29.58,12774.278 
240,29.58,13228.629 
250,29.58,13332.134 
260,29.58,13333.139 
262,29.58,13333.139 
