time,users_count,finish_users_count 
0,10,9 
10,19,17 
20,27,23 
30,48,41 
40,76,69 
50,88,88 
60,125,116 
70,180,147 
80,208,207 
90,276,216 
100,371,247 
110,448,265 
120,582,354 
130,750,522 
140,892,672 
150,1165,911 
160,1465,1219 
170,1778,1503 
180,2333,2016 
190,2996,2659 
200,3617,3300 
210,4755,4341 
220,5924,5481 
230,7153,6706 
240,7302,7111 
250,7302,7170 
260,7302,7302 
262,7302,7302 
