time,page 
0,84.83335208746689 
10,88.0812438351452 
20,87.5837152774668 
30,91.8320605162229 
40,100.290196440082 
50,113.24881640653558 
60,267.30472134984024 
70,457.02477130649345 
80,580.873200236386 
90,722.7139595222595 
100,1081.7900619359102 
110,1705.6635351067325 
120,4427.861421111338 
130,4930.364337492839 
140,5496.5997682867355 
150,4681.423559984009 
160,4043.4932093406164 
170,4367.397445734413 
180,3104.605361514744 
190,2977.4146455224127 
200,3251.2617344242517 
210,2474.1622742160066 
220,2177.529751467429 
230,2310.474184333977 
240,4615.528139226923 
250,973.6452518963787 
260,3386.6568310419316 
262,0 
