time,freemem@tsung_controller@ip-172-31-52-223 
0,670.5234375 
10,670.5234375 
20,670.5234375 
30,670.5234375 
40,670.5234375 
50,670.5234375 
60,670.5234375 
70,670.5234375 
80,670.5234375 
90,670.5234375 
100,670.5234375 
110,670.5234375 
120,670.5234375 
130,670.5234375 
140,670.5234375 
150,670.5234375 
160,670.5234375 
170,670.5234375 
180,670.5234375 
190,670.5234375 
200,670.5234375 
210,670.5234375 
220,670.5234375 
230,670.5234375 
240,670.5234375 
250,670.5234375 
260,670.5234375 
262,670.5234375 
