time,users,connected 
0,6,1 
10,6,2 
20,6,1 
30,9,3 
40,13,-1 
50,13,-6 
60,21,8 
70,33,24 
80,33,-29 
90,61,56 
100,124,63 
110,186,62 
120,237,48 
130,245,-8 
140,245,-6 
150,259,35 
160,261,-6 
170,280,28 
180,324,40 
190,348,17 
200,348,-12 
210,454,96 
220,454,28 
230,462,1 
240,462,-253 
250,462,-52 
260,462,-140 
262,462,0 
