time,nomatch,match,match_stop 
120,5.1,3.8,5.1 
130,13.2,3.6,13.2 
140,11.6,4.3,11.6 
150,18.6,4,18.6 
160,27.4,3.8,27.4 
170,24.2,3.4,24.2 
180,47.4,3.4,47.4 
190,60.9,3.7,60.9 
200,60.5,3.9,60.5 
210,100.2,3,100.2 
220,110.9,3.7,110.9 
230,119.3,2.9,119.3 
240,39,3.5,39 
250,0,6.6,0 
260,0,10,0 
262,0,0,0 
