time,users,connected 
0,1,1 
10,2,3 
20,4,4 
30,7,7 
40,7,6 
50,0,0 
60,9,8 
70,33,32 
80,1,3 
90,60,59 
100,124,122 
110,183,184 
120,228,232 
130,228,224 
140,220,218 
150,254,253 
160,246,247 
170,275,275 
180,317,315 
190,337,332 
200,317,320 
210,414,416 
220,443,444 
230,447,445 
240,191,192 
250,132,140 
260,0,0 
262,0,0 
