time,page 
0,97.89015789473684 
10,95.62525806451615 
20,100.22225806451614 
30,105.14451351351353 
40,124.8691376146789 
50,129.1973768115942 
60,296.8737096774195 
70,567.298485549133 
80,607.2863954802259 
90,820.6537925925926 
100,3070.228368932041 
110,5953.166343195266 
120,3957.0441764705856 
130,3496.2521049913917 
140,3849.383598308665 
150,2565.489108974363 
160,2022.6504176285432 
170,2161.065646569648 
180,1071.6440344410905 
190,932.6922541270632 
200,1035.4807251828624 
210,604.1635610047853 
220,505.028493760637 
230,510.44440910314916 
240,2167.4107736966816 
250,11804.304465408808 
260,7229.896711790392 
262,0 
