time,page 
0,2.3 
10,5.4 
20,4 
30,3.4 
40,10.2 
50,9.7 
60,7.2 
70,16.8 
80,17 
90,16.5 
100,16.3 
110,14.5 
120,33 
130,56.6 
140,66.1 
150,85.6 
160,124.5 
170,125.7 
180,179.5 
190,256.2 
200,249.5 
210,372.1 
220,525.1 
230,490.3 
240,283.5 
249,33 
