time,session 
0,557.6642781835678 
10,924.5614663809159 
20,1167.3802506449306 
30,794.1655000000001 
40,1145.5504269694559 
50,999.6928397046771 
60,1273.363361367587 
70,1318.6941887232435 
80,1237.3498870115648 
90,1409.5120315103632 
100,1518.3439964947866 
110,2628.017339554206 
120,5968.245902928637 
130,11006.184395435208 
140,13077.90701790792 
150,12567.995292481608 
160,10121.242338998005 
170,8253.536154655552 
180,7631.1362873174485 
190,6555.751381737802 
200,5494.475193693756 
210,5061.780160218792 
220,4014.9750106993106 
230,3443.475608794978 
240,3796.4282679160215 
249,3164.433000169365 
