time,session 
0,5061.188000000001 
10,6357.222454545456 
20,5886.6575 
30,7389.6935 
40,5833.43852173913 
50,6045.507642857143 
60,5670.556846153845 
70,7305.404942857145 
80,7962.910953488376 
90,7224.212027777778 
100,13994.4728 
110,21478.96833333333 
120,24687.807711111112 
130,17932.08232773109 
140,19961.010106249996 
150,19314.101822857152 
160,13153.559553125 
170,11620.23112871286 
180,10920.482346478875 
190,8996.476703703716 
200,8746.692379199987 
210,8279.889292011023 
220,7106.575668716374 
230,7081.1427428343895 
240,7509.296740172578 
249,13659.559122881366 
