time,users,connected 
0,6,6 
10,9,11 
20,2,2 
30,17,15 
40,21,22 
50,9,9 
60,23,24 
70,35,33 
80,37,41 
90,55,53 
100,131,129 
110,188,186 
120,268,270 
130,285,285 
140,277,278 
150,360,362 
160,349,347 
170,361,362 
180,544,541 
190,546,544 
200,542,547 
210,911,832 
220,903,869 
230,855,857 
240,236,254 
249,0,0 
