time,502,200,302 
120,29.6,18.4,11.8 
130,93.3,16.3,11.1 
140,119.1,20.5,13.9 
150,131.8,25.2,17.7 
160,237.9,25.4,15.7 
170,247.7,24.2,14.3 
180,319.9,22.7,15.1 
190,542.3,23.2,12.8 
200,515.7,28.3,16 
210,718.3,22.3,14.5 
220,1149,21.9,13.6 
230,1072.5,26.9,14.4 
240,725.9,27.6,18.1 
249,13.6,46.2,47.3 
