time,cpu@tsung_controller@ip-172-31-43-243 
0,15.046377318865945 
10,1.4471057884231537 
20,0.4502251125562781 
30,0.4497751124437781 
40,0.5 
50,1.3979031452820767 
60,1.3986013986013985 
70,0.6996501749125438 
80,1.500750375187594 
90,2.29197807673144 
100,1.744765702891326 
110,2.7944111776447107 
120,2.6959560659011483 
130,4.360753221010902 
140,2.9850746268656714 
150,4.222553402881272 
160,6.593951412989589 
170,6.817042606516291 
180,6.416040100250626 
190,9.163745618427642 
200,11.677715451300356 
210,12.317011610297829 
220,18.94206549118388 
230,24.18200408997955 
240,20.955315870570107 
249,11.019989748846745 
