time,users_count,finish_users_count 
0,9,3 
10,23,14 
20,30,28 
30,47,30 
40,74,53 
50,90,81 
60,117,94 
70,164,129 
80,209,172 
90,263,208 
100,344,213 
110,413,225 
120,538,270 
130,674,389 
140,826,549 
150,1084,724 
160,1393,1044 
170,1708,1347 
180,2246,1702 
190,2869,2323 
200,3490,2948 
210,4585,3674 
220,5878,4975 
230,7086,6231 
240,7510,7274 
249,7510,7510 
