time,502,200,302 
120,296,1655,1217 
130,1229,1818,1328 
140,2420,2023,1467 
150,3738,2275,1644 
160,6117,2529,1801 
170,8594,2771,1944 
180,11793,2998,2095 
190,17216,3230,2223 
200,22373,3513,2383 
210,29556,3736,2528 
220,41046,3955,2664 
230,51771,4224,2808 
240,59030,4500,2989 
249,59166,4962,3462 
